,timestamp,accX,accY,accZ,username
0,1574275395239,-1.072601,-5.746078,5.401321,testz
1,1574275395255,-2.604889,-6.895294,3.256119,testz
2,1574275395271,-0.689529,-8.772354,0.076614,testz
3,1574275395286,1.551437,-10.170563,-0.900223,testz
4,1574275395302,1.915359,-10.860092,-0.019150,testz
5,1574275395319,1.072601,-11.070786,1.091751,testz
6,1574275395334,0.019150,-10.228027,1.015137,testz
7,1574275395350,-0.536301,-9.576813,0.114929,testz
8,1574275395366,-0.804459,-9.615112,-0.019150,testz
9,1574275395382,-1.264145,-9.710876,0.459686,testz
10,1574275395398,-1.493988,-9.672577,0.248993,testz
11,1574275395413,-1.532288,-9.538498,0.325607,testz
12,1574275395430,-1.762131,-9.500198,0.344772,testz
13,1574275395446,-1.877060,-9.270355,-0.114929,testz
14,1574275395462,-1.436523,-9.136276,-0.248993,testz
15,1574275395477,-0.363922,-9.442734,-0.057465,testz
16,1574275395493,0.459686,-9.691727,-0.038315,testz
17,1574275395509,0.708679,-9.806656,-0.019150,testz
18,1574275395525,0.459686,-9.749191,-0.076614,testz
19,1574275395540,0.057465,-9.557648,-0.057465,testz
20,1574275395556,-0.229843,-9.500198,-0.095764,testz
21,1574275395572,-0.440536,-9.806656,-0.076614,testz
22,1574275395588,-0.478836,-9.864105,-0.095764,testz
23,1574275395604,-0.517151,-9.519348,-0.344772,testz
24,1574275395619,-0.421387,-9.730042,-0.440536,testz
25,1574275395636,-0.995987,-10.189728,-0.306458,testz
26,1574275395651,-1.187531,-10.055649,-0.306458,testz
27,1574275395667,-0.785294,-10.304642,-0.210693,testz
28,1574275395683,-0.095764,-10.591949,-0.459686,testz
29,1574275395699,0.823608,-10.113113,-0.498001,testz
30,1574275395714,1.302444,-9.979034,-0.076614,testz
31,1574275395730,0.900223,-10.228027,-0.287308,testz
32,1574275395746,0.632065,-10.745178,-0.976837,testz
33,1574275395762,0.785294,-11.300629,-1.244980,testz
34,1574275395778,1.091751,-11.798630,-1.436523,testz
35,1574275395793,1.436523,-12.258316,-1.436523,testz
36,1574275395810,1.130066,-12.028473,-2.126053,testz
37,1574275395825,0.861908,-11.702866,-3.256119,testz
38,1574275395842,1.359909,-11.607086,-2.930496,testz
39,1574275395857,1.704666,-11.434708,-2.126053,testz
40,1574275395873,1.015137,-11.358093,-1.589752,testz
41,1574275395889,-1.187531,-10.649414,-1.359909,testz
42,1574275395904,-2.930496,-9.691727,-1.647217,testz
43,1574275395921,-3.505112,-9.481033,-0.957687,testz
44,1574275395936,-1.532288,-9.461884,3.102890,testz
45,1574275395953,0.823608,-10.611099,2.183517,testz
46,1574275395968,3.026276,-11.817780,-1.570602,testz
47,1574275395984,2.930496,-13.273453,-3.351883,testz
48,1574275396000,1.379059,-12.947845,-1.896210,testz
