,timestamp,accX,accY,accZ,username
0,1573459376190,1.485000,-1.897000,1.062000,t1leva
1,1573459376209,6.077000,-1.669000,2.077000,t1leva
2,1573459376230,6.639000,-1.278000,1.884000,t1leva
3,1573459376249,7.778000,-0.570000,0.393000,t1leva
4,1573459376269,7.220000,0.466000,0.790000,t1leva
5,1573459376290,7.388000,1.491000,1.232000,t1leva
6,1573459376310,8.544000,1.262000,0.496000,t1leva
7,1573459376330,5.638000,-0.483000,1.268000,t1leva
8,1573459376349,9.539000,0.869000,0.098000,t1leva
9,1573459376369,10.133000,-0.874000,0.197000,t1leva
10,1573459376389,8.025000,-3.616000,-0.333000,t1leva
11,1573459376410,5.680000,-4.482000,-1.002000,t1leva
12,1573459376429,7.815000,-5.515000,2.512000,t1leva
13,1573459376449,10.918000,-7.564000,3.949000,t1leva
14,1573459376469,17.020000,-9.003000,1.299000,t1leva
15,1573459376490,19.600000,-6.523000,-0.850000,t1leva
16,1573459376509,19.600000,-9.229000,0.484000,t1leva
17,1573459376530,11.928000,-9.775000,3.158000,t1leva
18,1573459376549,5.809000,-8.671000,3.418000,t1leva
19,1573459376569,6.482000,-8.284000,3.703000,t1leva
20,1573459376590,8.251000,-7.832000,2.170000,t1leva
21,1573459376610,9.493000,-6.594000,0.836000,t1leva
22,1573459376629,8.410000,-5.937000,-0.868000,t1leva
23,1573459376654,5.185000,-5.257000,-1.134000,t1leva
24,1573459376669,1.213000,-5.449000,-1.530000,t1leva
25,1573459376689,1.451000,-5.314000,0.023000,t1leva
26,1573459376709,3.953000,-5.213000,0.474000,t1leva
27,1573459376729,3.217000,-5.327000,0.949000,t1leva
28,1573459376750,4.536000,-5.201000,3.349000,t1leva
29,1573459376769,5.930000,-4.575000,3.978000,t1leva
30,1573459376790,6.759000,-4.914000,4.867000,t1leva
31,1573459376809,8.507000,-4.782000,7.039000,t1leva
32,1573459376829,11.908000,-4.588000,8.027000,t1leva
33,1573459376850,10.436000,-5.123000,5.479000,t1leva
34,1573459376870,9.176000,-5.244000,3.614000,t1leva
35,1573459376890,8.630000,-4.096000,4.104000,t1leva
36,1573459376910,11.016000,-4.899000,3.911000,t1leva
